대여일자,평일/주말,평균온도,풍속,풍향,강수량,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),이용건수
2021-12-20,0,5.2,2,290,0,57,24,7653
2021-12-21,0,2.2,1.7,270,0,60,28,8207
2021-12-22,0,2.7,1.4,290,0,36,14,8508
2021-12-23,0,-0.3,2.6,270,0,51,25,8470
2021-12-24,0,-11.7,3.9,290,0,51,28,6205
2021-12-25,1,-12.1,3.1,290,0,27,11,1987
2021-12-26,1,-7.6,1.7,50,0,19,7,1645
2021-12-27,0,-4.1,2.2,50,0,37,16,5127
2021-12-28,0,0.4,2.6,50,0,61,35,6208
2021-12-29,0,-3.9,3.3,270,0,66,40,6661
2021-12-30,0,-6.7,3.5,270,0,34,13,5889
2021-12-31,0,-4.3,1.5,20,0,27,5,4779
2022-01-01,1,-4.3,1.5,20,0,30,12,3295
2022-01-02,1,-1.3,2.3,290,0.0017,39,22,2905
2022-01-03,0,-1.9,1.8,250,0,30,14,6305
2022-01-04,0,-2.5,2.4,250,0,41,17,6827
2022-01-05,0,-2.8,1.7,50,0,58,27,6833
2022-01-06,0,-2.2,2.3,290,0,62,30,7056
2022-01-07,0,-1.6,1.5,250,0,73,39,7062
2022-01-08,1,0.3,1.7,200,0,61,37,5021
2022-01-09,1,1.3,1.7,270,0,124,87,3931
2022-01-10,0,0.5,2,250,0.0051,100,68,6791
2022-01-11,0,-7.4,4,290,0.0011,37,17,4869
2022-01-12,0,-7.7,2.4,290,0,35,16,5694
2022-01-13,0,-6.4,3.3,270,0,36,12,5397
2022-01-14,0,-4.8,1.7,180,0,36,15,5874
2022-01-15,1,-1,1.9,50,0,49,22,4458
2022-01-16,1,-2,3.3,250,0,48,24,3303
2022-01-17,0,-5.8,2.2,270,0.0028,28,11,4372
2022-01-18,0,-5.6,2.3,290,0,42,20,5367
2022-01-19,0,-5.3,2.1,320,0.0096,50,28,3712
2022-01-20,0,-5,1.8,320,0,45,26,5327
2022-01-21,0,-2.7,1.8,50,0,49,28,6089
2022-01-22,1,0.3,1.7,290,0,67,43,4598
2022-01-23,1,2,1.7,250,0,75,47,4110
2022-01-24,0,4.6,3.5,70,0,40,23,7212
2022-01-25,0,2.8,2.3,270,0.004,33,18,6232
2022-01-26,0,1.3,2.2,320,0,67,41,7069
2022-01-27,0,-1.1,2.1,290,0,70,41,6613
2022-01-28,0,-2.7,2.8,290,0,39,18,6291
2022-01-29,1,-3.6,2.4,320,0,34,15,3881
2022-01-30,1,-2.8,2.2,270,0,39,16,2956
2022-01-31,1,-0.7,1.9,250,0.0068,33,17,2673
2022-01-31,1,-1.3,2.6,270,0.0096,49,31,2673
2022-02-02,1,-3.4,2.4,250,0,39,22,2675
2022-02-03,0,-3.4,2.4,270,0,27,13,5170
2022-02-04,0,-5.2,3.1,290,0,27,12,5100
2022-02-05,1,-6.6,3.1,270,0,33,9,3297
2022-02-06,1,-3.9,2.5,290,0,27,10,3047
2022-02-07,0,-2.5,1.8,290,0,29,11,5975
2022-02-08,0,-0.1,1.9,290,0,33,16,6619
2022-02-09,0,1,1.8,290,0,43,23,6860
2022-02-10,0,1.4,2.3,320,0,56,31,7157
2022-02-11,0,2.9,1.8,250,0,85,58,7226
2022-02-12,1,4.8,1.7,270,0,93,62,5806
2022-02-13,1,4.8,1.8,320,0,68,40,4891
2022-02-14,0,2.5,2.9,270,0.0096,45,27,5497
2022-02-15,0,-4.7,3.8,270,0,39,21,5662
2022-02-16,0,-7.3,3.7,270,0,33,17,5105
2022-02-17,0,-6.2,2.5,290,0,34,17,5416
2022-02-18,0,-1.2,2,270,0,50,27,6280
2022-02-19,1,-1.7,2.9,290,6.00E-04,49,29,3907
2022-02-20,1,-4.8,4.1,290,0,31,13,3007
2022-02-21,0,-3,2.9,270,6.00E-04,28,13,5623
2022-02-22,0,-4.5,3.2,320,0,35,14,5708
2022-02-23,0,-5.6,2.6,290,0,31,11,5482
2022-02-24,0,-2.4,2.2,320,0,30,14,6163
2022-02-25,0,3,2.3,250,0,67,44,6869
2022-02-26,1,5.4,3.9,290,0.0062,68,41,3995
2022-02-27,1,3.7,2.8,250,0,47,19,4710
2022-02-28,0,6.8,1.5,200,0,41,14,7547
2022-03-01,1,5.8,2.3,250,0.0131,38,20,4899
2022-03-02,0,3.5,2.7,230,0,29,12,7755
2022-03-03,0,5.8,2.1,290,0,51,23,8178
2022-03-04,0,6.9,3.6,180,0,81,34,7869
2022-03-05,1,2.3,4.3,250,0,97,13,5713
2022-03-06,1,1.4,2.6,320,0,41,6,4890
2022-03-07,0,2.8,2,270,0,43,17,7716
2022-03-08,0,6,2,270,0,50,21,8562
2022-03-09,1,7.1,1.9,250,0,69,37,7795
2022-03-10,0,9.3,2.1,200,0,72,41,8754
2022-03-11,0,11.2,1.9,180,0,76,37,9508
2022-03-12,1,12.8,2.7,180,0.0148,67,37,7466
2022-03-13,1,11.7,1.9,320,0.2389,15,9,3522
2022-03-14,0,8.2,3.2,250,0.0494,17,9,5348
2022-03-15,0,7.2,2,250,0,43,28,9096
2022-03-16,0,10.3,2.1,290,0,61,33,9897
2022-03-17,0,10.7,2.7,50,0.0068,55,23,8104
2022-03-18,0,7.5,4.4,50,0,11,2,8489
2022-03-19,1,3.4,3,50,0.0829,8,2,3548
2022-03-20,1,5.4,2.6,230,0,23,16,6321
2022-03-21,0,5,2.4,320,0,31,16,8991
2022-03-22,0,7.1,2.2,270,0,40,23,9872
2022-03-23,0,6.2,2.3,250,0,37,19,9375
2022-03-24,0,8.2,1.8,200,0,43,24,9769
2022-03-25,0,12,2.6,50,0.0619,71,46,8438
2022-03-26,1,11.8,2.9,230,0.1124,11,6,6017
2022-03-27,1,8.1,3,320,0,33,12,7416
2022-03-28,0,8.2,2.1,270,0,38,14,10614
2022-03-29,0,9.7,2.1,270,0,43,16,11287
2022-03-30,0,10.8,1.8,50,0.0023,37,15,9662
2022-03-31,0,10.9,2.5,340,0,21,9,11491
2022-04-01,0,9.2,2.6,270,0,18,8,11897
2022-04-02,1,8.2,2.3,270,0,34,18,9124
2022-04-03,1,9.6,2.1,270,0,48,29,8826
2022-04-04,0,10.3,2.3,250,0,55,35,12061
2022-04-05,0,10.3,2.4,200,0,50,29,12124
2022-04-06,0,11.7,2.5,270,0,58,24,12688
2022-04-07,0,10.9,3.3,200,0,39,9,12725
2022-04-08,0,12.9,2.1,200,0,55,20,13293
2022-04-09,1,17.8,3,200,0.0028,55,23,10893
2022-04-10,1,18.2,2,270,0,41,17,11420
2022-04-11,0,19.6,2.4,230,0,40,17,14549
2022-04-12,0,19.3,2.8,290,0.0028,27,15,11360
2022-04-13,0,13.1,4.4,50,0.0074,19,6,10948
2022-04-14,0,13.2,4,50,0,16,4,12667
2022-04-15,0,13.3,3,290,0,24,9,14127
2022-04-16,1,13.2,2.5,270,0,40,20,11628
2022-04-17,1,14,2.3,270,0,56,31,10932
2022-04-18,0,15.2,2.4,250,0,61,35,14347
2022-04-19,0,15.2,2.4,250,0,69,41,14698
2022-04-20,0,15.7,2.3,230,0,75,50,15405
2022-04-21,0,16.3,2.8,200,0,52,27,15250
2022-04-22,0,15,3.5,230,0,50,24,13825
2022-04-23,1,17.7,1.7,110,0,63,39,13104
2022-04-24,1,18.5,2.3,270,0.0017,57,34,11616
2022-04-25,0,20,1.4,110,0.0074,60,37,14453
2022-04-26,0,21.9,3.1,290,0.0057,49,24,16362
2022-04-27,0,17.7,2.7,320,0,163,16,16563
2022-04-28,0,18.2,2.6,50,0,72,15,16618
2022-04-29,0,13.4,3.4,50,0.088,14,3,12229
